province_id,centroid_x,centroid_y,pixel_count,biome,coastal
884,1287.8,704.1,952,"Temperate Grasslands, Savannas & Shrublands",1
885,1217.0,595.3,1885,"Temperate Grasslands, Savannas & Shrublands",0
886,1291.2,627.2,900,"Temperate Grasslands, Savannas & Shrublands",0
887,1304.9,651.1,828,"Temperate Grasslands, Savannas & Shrublands",0
888,1310.0,688.9,702,"Temperate Grasslands, Savannas & Shrublands",1
889,1204.4,557.9,1305,"Temperate Grasslands, Savannas & Shrublands",1
890,1259.9,547.0,1855,"Temperate Grasslands, Savannas & Shrublands",0
891,1260.2,575.2,1587,"Temperate Grasslands, Savannas & Shrublands",0
892,1269.7,600.0,919,"Temperate Grasslands, Savannas & Shrublands",0
893,1390.4,689.0,540,"Temperate Grasslands, Savannas & Shrublands",1
894,1354.2,622.6,643,Temperate Broadleaf & Mixed Forests,0
895,1376.9,620.5,465,Temperate Broadleaf & Mixed Forests,0
896,1305.6,607.6,835,"Temperate Grasslands, Savannas & Shrublands",0
897,1371.1,600.4,594,Temperate Broadleaf & Mixed Forests,0
898,1301.9,521.6,1183,Temperate Broadleaf & Mixed Forests,0
899,1366.4,558.1,886,Temperate Broadleaf & Mixed Forests,0
900,1381.1,532.8,751,Boreal Forests/Taiga,0
901,1244.4,493.0,885,"Temperate Grasslands, Savannas & Shrublands",0
902,1335.7,510.4,1055,Boreal Forests/Taiga,0
903,1295.0,479.4,989,Boreal Forests/Taiga,0
904,1356.7,438.4,1051,Boreal Forests/Taiga,0
905,1353.3,458.2,1141,Boreal Forests/Taiga,0
906,1270.3,383.2,1350,Boreal Forests/Taiga,0
907,1283.9,426.1,1525,Boreal Forests/Taiga,0
908,1322.0,384.0,1333,Boreal Forests/Taiga,0
909,1241.7,380.6,911,Boreal Forests/Taiga,0
910,1368.0,356.2,1479,Boreal Forests/Taiga,1
911,1463.0,387.4,775,Boreal Forests/Taiga,1
912,1404.8,414.1,977,Boreal Forests/Taiga,0
913,1394.4,437.6,1044,Boreal Forests/Taiga,0
914,1426.6,437.9,945,Boreal Forests/Taiga,1
915,1401.0,477.5,793,Boreal Forests/Taiga,0
916,1413.5,502.0,678,Boreal Forests/Taiga,0
917,1391.7,507.9,640,Boreal Forests/Taiga,0
918,1414.3,591.8,597,Temperate Broadleaf & Mixed Forests,0
919,1418.7,614.9,452,Temperate Broadleaf & Mixed Forests,0
920,1411.8,640.9,705,Temperate Broadleaf & Mixed Forests,0
921,1393.0,674.4,518,Temperate Broadleaf & Mixed Forests,1
922,1434.5,667.5,330,Temperate Broadleaf & Mixed Forests,1
923,1450.8,668.8,342,Temperate Broadleaf & Mixed Forests,1
924,1444.2,651.5,670,Temperate Broadleaf & Mixed Forests,0
925,1469.7,643.9,674,Temperate Broadleaf & Mixed Forests,0
926,1544.8,728.9,372,Temperate Broadleaf & Mixed Forests,1
927,1529.4,684.8,336,Temperate Broadleaf & Mixed Forests,1
928,1491.6,680.9,396,Temperate Broadleaf & Mixed Forests,1
929,1531.8,646.8,347,Temperate Broadleaf & Mixed Forests,1
930,1485.3,638.5,586,Temperate Broadleaf & Mixed Forests,0
931,1481.8,606.4,314,Temperate Broadleaf & Mixed Forests,0
932,1556.8,625.9,324,Temperate Broadleaf & Mixed Forests,1
933,1542.8,606.0,598,Temperate Broadleaf & Mixed Forests,0
934,1466.5,576.9,427,Temperate Broadleaf & Mixed Forests,0
935,1502.5,574.7,583,Boreal Forests/Taiga,0
936,1535.4,578.3,519,Temperate Broadleaf & Mixed Forests,0
937,1585.2,581.1,421,Boreal Forests/Taiga,0
938,1601.1,593.1,341,Temperate Broadleaf & Mixed Forests,1
939,1435.4,581.2,473,Temperate Broadleaf & Mixed Forests,0
940,1458.9,548.4,657,Boreal Forests/Taiga,0
941,1481.0,559.5,702,Boreal Forests/Taiga,0
942,1449.1,491.8,584,Boreal Forests/Taiga,1
943,1469.7,498.9,731,Boreal Forests/Taiga,0
944,1500.6,457.2,539,Boreal Forests/Taiga,1
945,1473.0,419.9,1042,Boreal Forests/Taiga,1
946,1498.0,480.0,552,Boreal Forests/Taiga,1
947,1533.5,480.9,741,Boreal Forests/Taiga,1
948,1530.8,504.6,742,Boreal Forests/Taiga,0
949,1555.5,553.2,237,Boreal Forests/Taiga,0
950,1610.0,561.4,336,Boreal Forests/Taiga,1
951,1531.8,537.9,452,Boreal Forests/Taiga,0
952,1598.7,550.8,305,Boreal Forests/Taiga,1
953,1607.0,525.9,230,Boreal Forests/Taiga,1
954,1558.8,477.0,470,Temperate Broadleaf & Mixed Forests,1
955,1610.9,499.2,365,Boreal Forests/Taiga,0
956,1627.9,498.1,263,Boreal Forests/Taiga,0
957,1628.2,522.3,157,Boreal Forests/Taiga,1
958,1588.9,456.0,358,Boreal Forests/Taiga,1
959,1603.9,453.0,305,Boreal Forests/Taiga,1
960,1618.3,450.2,389,Boreal Forests/Taiga,1
961,1628.2,440.8,369,Boreal Forests/Taiga,1
962,1638.5,511.2,273,Boreal Forests/Taiga,1
963,1654.0,452.4,309,Boreal Forests/Taiga,0
964,1642.2,441.7,561,Boreal Forests/Taiga,0
965,1657.5,481.7,344,Boreal Forests/Taiga,1
966,1678.4,455.8,227,Boreal Forests/Taiga,0
967,1688.9,470.7,194,Boreal Forests/Taiga,1
968,1693.6,453.0,192,Boreal Forests/Taiga,1
969,1668.3,439.0,274,Boreal Forests/Taiga,0
970,1697.3,435.5,301,Boreal Forests/Taiga,1
971,1730.2,399.0,508,Boreal Forests/Taiga,1
972,843.6,314.7,1342,Boreal Forests/Taiga,1
973,901.2,317.6,872,Boreal Forests/Taiga,1
974,841.5,279.6,1215,Boreal Forests/Taiga,1
975,814.0,244.5,1763,Tundra,1
976,745.2,174.7,2245,Tundra,1
977,627.2,81.4,2324,Tundra,1
978,460.4,65.5,3493,Tundra,1
979,179.0,231.1,678,Boreal Forests/Taiga,1
980,1950.4,333.3,1511,Boreal Forests/Taiga,1
981,1909.7,323.2,1784,Boreal Forests/Taiga,1
982,1858.4,385.6,391,Boreal Forests/Taiga,1
983,1822.1,378.1,265,Boreal Forests/Taiga,1
984,1803.4,408.1,298,Boreal Forests/Taiga,1
985,1787.1,377.8,602,Boreal Forests/Taiga,1
986,1778.2,335.3,1000,Boreal Forests/Taiga,1
987,1538.4,449.7,717,Temperate Broadleaf & Mixed Forests,1
988,1559.3,422.9,259,Temperate Broadleaf & Mixed Forests,1
989,1592.4,420.3,597,Temperate Broadleaf & Mixed Forests,1
990,1671.2,376.0,360,Boreal Forests/Taiga,0
991,1555.9,369.3,1066,Boreal Forests/Taiga,0
992,1616.5,388.3,473,Boreal Forests/Taiga,0
993,1647.6,392.3,464,Boreal Forests/Taiga,0
994,1695.1,361.5,491,Boreal Forests/Taiga,1
995,1720.2,334.3,502,Boreal Forests/Taiga,1
996,1889.6,280.7,718,Boreal Forests/Taiga,1
997,1917.9,242.7,1133,Boreal Forests/Taiga,1
998,1620.2,168.5,2124,Boreal Forests/Taiga,1
999,1592.4,231.2,2489,Boreal Forests/Taiga,1
1000,1579.8,270.5,1633,Boreal Forests/Taiga,1
1001,1506.3,372.0,1287,Boreal Forests/Taiga,1
1002,1579.6,331.7,829,Boreal Forests/Taiga,0
1003,1533.3,280.1,2141,Boreal Forests/Taiga,1
1004,1505.3,227.6,2330,Tundra,1
1005,1357.0,170.6,2958,Tundra,1
1006,1315.2,136.2,4478,Tundra,1
1007,1398.3,328.0,1990,Boreal Forests/Taiga,1
1008,1304.1,314.5,1757,Boreal Forests/Taiga,1
1009,1303.9,257.9,1766,Boreal Forests/Taiga,1
1010,1271.7,285.7,1774,Boreal Forests/Taiga,1
1011,1240.6,248.2,2506,Boreal Forests/Taiga,1
1012,4844.9,878.8,227,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1013,4786.9,788.6,278,Temperate Broadleaf & Mixed Forests,1
1014,4857.0,851.0,184,Temperate Broadleaf & Mixed Forests,1
1015,4814.5,951.7,82,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1016,4455.9,1103.9,261,Tropical & Subtropical Dry Broadleaf Forests,1
1017,4859.9,830.4,201,Temperate Broadleaf & Mixed Forests,1
1018,4884.7,809.4,124,Temperate Broadleaf & Mixed Forests,1
1019,4910.7,817.0,99,Temperate Broadleaf & Mixed Forests,1
1020,4929.9,814.3,180,Temperate Broadleaf & Mixed Forests,0
1021,4920.2,823.1,106,Temperate Broadleaf & Mixed Forests,1
1022,4490.2,1145.3,237,Tropical & Subtropical Dry Broadleaf Forests,1
1023,4932.3,800.2,147,Temperate Broadleaf & Mixed Forests,1
1024,4973.3,769.8,371,Temperate Broadleaf & Mixed Forests,1
1025,4993.6,750.6,323,Temperate Broadleaf & Mixed Forests,1
1026,4998.4,764.1,514,Temperate Broadleaf & Mixed Forests,1
1027,4997.1,791.2,171,Temperate Broadleaf & Mixed Forests,1
1028,4982.5,799.5,213,Temperate Broadleaf & Mixed Forests,1
1029,4969.7,804.7,105,Temperate Broadleaf & Mixed Forests,0
1030,4944.5,813.7,94,Temperate Broadleaf & Mixed Forests,1
1031,5035.4,644.2,948,Temperate Conifer Forests,1
1032,5156.1,589.9,306,Temperate Broadleaf & Mixed Forests,1
1033,5035.2,544.5,2098,Temperate Broadleaf & Mixed Forests,1
1034,5266.5,415.2,12081,Boreal Forests/Taiga,1
1035,5339.5,246.2,11904,Tundra,1
1036,5210.1,99.6,8863,Boreal Forests/Taiga,0
1037,5285.2,130.8,12378,Boreal Forests/Taiga,0
1038,5394.2,140.6,10071,Tundra,0
1039,5019.6,152.8,10138,Boreal Forests/Taiga,0
1040,5084.4,214.5,10397,Boreal Forests/Taiga,0
1041,5216.0,236.4,11998,Boreal Forests/Taiga,1
1042,4947.3,211.7,8935,Boreal Forests/Taiga,0
1043,4997.0,302.0,11735,Boreal Forests/Taiga,1
1044,5134.1,288.4,10050,Boreal Forests/Taiga,1
1045,4721.3,251.6,13467,Boreal Forests/Taiga,0
1046,4863.7,307.2,7618,Boreal Forests/Taiga,0
1047,4913.5,380.4,9055,Boreal Forests/Taiga,1
1048,4943.1,473.1,4561,Boreal Forests/Taiga,1
1049,4832.3,491.7,4529,Temperate Broadleaf & Mixed Forests,0
1050,4997.6,488.9,905,Boreal Forests/Taiga,1
1051,4769.9,327.4,4333,Boreal Forests/Taiga,0
1052,4796.4,380.0,10058,Boreal Forests/Taiga,0
1053,4744.6,482.6,2905,Temperate Conifer Forests,0
1054,4551.0,301.1,12047,Boreal Forests/Taiga,0
1055,4548.1,385.7,8514,Boreal Forests/Taiga,1
1056,4557.2,455.3,5792,Boreal Forests/Taiga,1
1057,4501.5,504.8,4430,Boreal Forests/Taiga,1
1058,4621.4,506.4,6115,"Temperate Grasslands, Savannas & Shrublands",0
1059,4435.8,292.4,10866,Boreal Forests/Taiga,0
1060,4429.8,453.9,10903,Boreal Forests/Taiga,1
1061,4304.5,279.9,9865,Boreal Forests/Taiga,0
1062,4361.3,380.4,7175,Boreal Forests/Taiga,0
1063,4322.8,441.9,2540,Montane Grasslands & Shrublands,0
1064,4179.7,344.6,9109,Boreal Forests/Taiga,0
1065,4216.7,437.4,9658,Temperate Conifer Forests,0
1066,4162.2,500.2,6797,Temperate Conifer Forests,0
1067,4183.4,248.2,8635,Boreal Forests/Taiga,0
1068,4112.5,309.6,5608,Boreal Forests/Taiga,0
1069,3975.0,229.6,10514,Boreal Forests/Taiga,0
1070,4086.4,217.9,8252,Boreal Forests/Taiga,0
1071,3952.0,383.4,3352,Temperate Broadleaf & Mixed Forests,0
1072,3905.4,115.4,4696,Boreal Forests/Taiga,1
1073,3880.5,196.2,9696,Boreal Forests/Taiga,1
1074,3888.7,329.3,3470,Boreal Forests/Taiga,0
1075,3854.3,381.4,4528,Temperate Broadleaf & Mixed Forests,0
1076,3811.7,410.4,2846,Temperate Broadleaf & Mixed Forests,0
1077,3705.1,326.1,2168,Boreal Forests/Taiga,0
1078,3750.3,359.6,5994,Boreal Forests/Taiga,0
1079,3578.6,337.4,4610,Boreal Forests/Taiga,0
1080,3766.8,248.9,8179,Boreal Forests/Taiga,0
1081,3547.4,443.5,1242,Temperate Broadleaf & Mixed Forests,0
1082,3575.4,394.8,2041,Temperate Broadleaf & Mixed Forests,0
1083,3524.0,357.0,2466,Boreal Forests/Taiga,0
1084,4669.2,1896.1,1401,Temperate Broadleaf & Mixed Forests,1
1085,5074.7,2032.9,213,Temperate Broadleaf & Mixed Forests,1
1086,4961.9,1911.3,930,Temperate Broadleaf & Mixed Forests,1
1087,5042.8,1963.5,1501,Temperate Broadleaf & Mixed Forests,1
1088,5045.3,1933.9,2016,Temperate Broadleaf & Mixed Forests,0
1089,5098.8,1894.0,1470,Temperate Broadleaf & Mixed Forests,0
1090,5128.4,1911.7,182,Temperate Broadleaf & Mixed Forests,1
1091,5093.1,1865.1,1708,"Temperate Grasslands, Savannas & Shrublands",0
1092,5152.8,1849.8,689,Temperate Broadleaf & Mixed Forests,1
1093,5086.7,1777.4,2788,"Temperate Grasslands, Savannas & Shrublands",0
1094,5134.3,1776.0,961,"Temperate Grasslands, Savannas & Shrublands",1
1095,1895.1,1970.1,375,Temperate Broadleaf & Mixed Forests,1
1096,2425.3,1140.2,88,Tropical & Subtropical Moist Broadleaf Forests,1
1097,2941.7,1341.8,39,Tropical & Subtropical Moist Broadleaf Forests,1
1098,2721.4,1651.6,121,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1099,3643.8,1197.6,87,Tropical & Subtropical Moist Broadleaf Forests,1
1100,3683.5,1472.5,178,Tropical & Subtropical Moist Broadleaf Forests,1
1101,3969.5,1530.0,96,Tropical & Subtropical Moist Broadleaf Forests,1
1102,3710.5,1717.2,74,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1103,3669.7,1734.9,72,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1104,2091.7,177.0,1669,Rock and Ice,1
1105,2017.9,98.3,3530,Tundra,1
1106,5536.7,1826.7,418,Temperate Broadleaf & Mixed Forests,1
1107,5553.1,1904.5,616,Temperate Broadleaf & Mixed Forests,1
1108,5567.9,1882.9,480,Temperate Broadleaf & Mixed Forests,1
1109,5490.0,1988.4,2362,Temperate Broadleaf & Mixed Forests,1
1110,2652.8,917.3,648,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1111,2551.7,1043.1,536,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1112,2561.6,1116.1,487,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1113,2555.3,1146.6,742,Mangroves,1
1114,2572.1,1203.9,945,Tropical & Subtropical Moist Broadleaf Forests,1
1115,2596.5,1124.9,1077,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1116,2576.3,1158.7,1045,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1117,2622.1,1220.3,1083,Tropical & Subtropical Moist Broadleaf Forests,0
1118,2614.3,1269.1,550,Tropical & Subtropical Moist Broadleaf Forests,1
1119,2672.7,1313.4,471,Tropical & Subtropical Moist Broadleaf Forests,1
1120,2629.5,1187.9,859,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1121,2650.4,1232.7,853,Tropical & Subtropical Moist Broadleaf Forests,0
1122,2695.9,1233.6,895,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1123,2698.2,1175.6,707,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1124,2677.5,1213.8,850,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1125,2731.3,1248.0,1257,Tropical & Subtropical Moist Broadleaf Forests,0
1126,2715.5,1312.0,692,Tropical & Subtropical Moist Broadleaf Forests,1
1127,2730.4,955.1,3294,Deserts & Xeric Shrublands,0
1128,2753.0,1040.3,2183,Deserts & Xeric Shrublands,0
1129,2758.8,1077.8,1789,Deserts & Xeric Shrublands,0
1130,2814.9,1099.1,1988,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1131,2718.9,1159.1,751,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1132,2762.4,1109.0,1041,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1133,2812.5,1134.5,582,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1134,2737.4,1182.6,553,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1135,2763.6,1187.8,782,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1136,2824.2,1206.1,742,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1137,2779.8,1203.9,744,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1138,2794.5,1277.9,1123,Tropical & Subtropical Moist Broadleaf Forests,0
1139,2798.6,1305.9,413,Tropical & Subtropical Moist Broadleaf Forests,1
1140,2827.7,1273.9,762,Tropical & Subtropical Moist Broadleaf Forests,0
1141,2825.3,1292.3,388,Tropical & Subtropical Moist Broadleaf Forests,1
1142,2842.6,1190.0,689,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1143,2851.9,1221.2,920,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1144,2869.8,1265.1,749,Tropical & Subtropical Moist Broadleaf Forests,0
1145,2898.5,1249.6,635,Tropical & Subtropical Moist Broadleaf Forests,0
1146,2891.4,1268.8,659,Tropical & Subtropical Moist Broadleaf Forests,0
1147,2888.9,1297.4,341,Tropical & Subtropical Moist Broadleaf Forests,1
1148,2901.7,1177.3,987,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1149,2920.1,1197.6,618,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1150,2897.9,1207.2,720,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1151,2918.8,1313.9,422,Tropical & Subtropical Moist Broadleaf Forests,1
1152,2920.6,1283.0,562,Mangroves,0
1153,2931.3,1258.7,799,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1154,2921.7,1230.7,755,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1155,2937.8,1202.5,583,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1156,2963.4,1151.0,988,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1157,3009.2,1196.8,853,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1158,3033.2,1163.7,956,Tropical & Subtropical Moist Broadleaf Forests,1
1159,3061.7,1196.8,875,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1160,3016.6,1229.2,820,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1161,2964.7,1240.4,925,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1162,2947.5,1277.7,684,Mangroves,0
1163,2938.2,1312.5,463,Tropical & Subtropical Moist Broadleaf Forests,1
1164,2969.5,1351.7,2233,Tropical & Subtropical Moist Broadleaf Forests,1
1165,2961.2,1403.1,748,Tropical & Subtropical Moist Broadleaf Forests,1
1166,2998.3,1459.1,782,Tropical & Subtropical Moist Broadleaf Forests,1
1167,3025.1,1560.6,696,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1168,3020.7,1532.2,347,Deserts & Xeric Shrublands,1
1169,3030.4,1455.6,1119,Montane Grasslands & Shrublands,0
1170,3032.3,1508.4,750,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1171,3049.2,1559.0,744,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1172,3019.9,1606.3,1189,Deserts & Xeric Shrublands,1
1173,3033.7,1746.7,6457,Deserts & Xeric Shrublands,1
1174,3037.7,1770.4,324,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1175,3082.6,1886.1,1380,Temperate Broadleaf & Mixed Forests,1
1176,3126.9,1911.1,1798,Temperate Broadleaf & Mixed Forests,0
1177,3114.0,1947.2,2030,Temperate Broadleaf & Mixed Forests,1
1178,3169.3,1909.9,1963,Temperate Broadleaf & Mixed Forests,0
1179,3165.4,1950.5,1295,Temperate Broadleaf & Mixed Forests,1
1180,3242.2,1915.8,1996,Temperate Broadleaf & Mixed Forests,1
1181,3275.7,1884.6,1010,Temperate Broadleaf & Mixed Forests,1
1182,3322.5,1800.3,1323,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1183,3344.6,1760.8,1499,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1184,3285.7,1734.7,1359,Montane Grasslands & Shrublands,0
1185,3271.1,1697.8,1067,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1186,3346.3,1709.7,829,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1187,3347.6,1675.9,747,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1188,3291.2,1671.9,998,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1189,3247.0,1677.0,1049,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1190,3277.8,1649.3,1327,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1191,3322.0,1655.2,907,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1192,3375.8,1682.1,701,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1193,3500.1,1738.1,655,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1194,3513.1,1670.1,1110,Deserts & Xeric Shrublands,1
1195,3432.2,1626.4,523,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1196,3411.3,1536.6,544,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1197,3407.2,1515.5,440,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1198,3419.1,1566.2,787,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1199,3400.5,1498.9,524,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1200,3402.9,1473.0,579,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1201,3423.0,1495.8,66,Tropical & Subtropical Moist Broadleaf Forests,1
1202,3410.7,1455.8,548,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1203,3420.5,1437.9,614,Tropical & Subtropical Moist Broadleaf Forests,1
1204,3436.5,1427.1,228,Tropical & Subtropical Moist Broadleaf Forests,1
1205,3510.9,1356.4,431,Tropical & Subtropical Moist Broadleaf Forests,1
1206,3582.4,1247.4,649,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1207,3491.5,1295.2,1993,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1208,3495.5,1261.5,1129,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1209,3520.1,1236.1,500,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1210,3450.6,1281.1,1042,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1211,3452.9,1250.4,776,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1212,3481.8,1227.9,567,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1213,3407.5,1247.8,857,Montane Grasslands & Shrublands,0
1214,3417.2,1217.1,348,Montane Grasslands & Shrublands,0
1215,3470.7,1206.0,325,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1216,3285.0,1214.5,2097,Flooded Grasslands & Savannas,0
1217,3325.5,1236.7,1603,Flooded Grasslands & Savannas,0
1218,3414.8,1297.2,777,Deserts & Xeric Shrublands,0
1219,3201.9,1187.9,3098,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1220,3306.3,1121.2,2706,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1221,3277.8,1171.2,1453,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1222,3327.9,1166.3,1069,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1223,3393.7,1224.9,504,Montane Grasslands & Shrublands,1
1224,3399.9,1207.0,337,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1225,3354.1,1154.8,771,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1226,3374.5,1131.9,1664,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1227,3401.6,1170.0,441,Montane Grasslands & Shrublands,0
1228,3291.1,1084.1,1843,Deserts & Xeric Shrublands,0
1229,3351.9,1089.9,1941,Deserts & Xeric Shrublands,0
1230,3415.0,1136.5,457,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1231,3317.5,1010.0,333,Deserts & Xeric Shrublands,0
1232,3383.9,1084.6,1031,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1233,3291.0,991.6,1512,Deserts & Xeric Shrublands,0
1234,3317.6,1028.8,584,Deserts & Xeric Shrublands,0
1235,5054.5,1095.0,179,Tropical & Subtropical Moist Broadleaf Forests,1
1236,5161.1,1477.0,943,Tropical & Subtropical Moist Broadleaf Forests,1
1237,5131.7,1552.1,830,Tropical & Subtropical Moist Broadleaf Forests,1
1238,5277.6,1527.3,755,Tropical & Subtropical Moist Broadleaf Forests,1
1239,5417.2,1636.5,352,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1240,340.2,1031.4,233,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1241,97.8,1448.1,180,Tropical & Subtropical Moist Broadleaf Forests,1
1242,5550.6,1684.0,247,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1243,135.4,1625.8,394,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1244,571.1,1671.7,629,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1
1245,4876.0,1416.7,1312,Tropical & Subtropical Moist Broadleaf Forests,1
1246,5465.5,1990.1,1877,Temperate Broadleaf & Mixed Forests,1
1247,2947.9,682.9,274,Temperate Broadleaf & Mixed Forests,1
1248,3943.4,1341.9,429,Tropical & Subtropical Moist Broadleaf Forests,1
1249,2976.9,1259.2,910,Tropical & Subtropical Moist Broadleaf Forests,0
1250,3011.2,337.4,280,Water,0
1251,3030.4,351.2,98,Water,0
1252,3145.2,215.1,4293,Water,0
1253,3130.3,287.1,1457,Water,0
1254,3220.4,313.2,1651,Water,0
1255,3084.0,361.4,2238,Water,0
1256,3171.9,362.6,815,Water,0
1257,3045.5,423.9,2340,Water,0
1258,2985.7,420.8,1464,Water,0
1259,2980.9,380.1,1113,Water,0
1260,3235.5,345.6,186,Water,0
1261,3296.6,294.1,937,Water,0
1262,3352.0,262.1,759,Water,0
1263,3549.5,49.3,54436,Water,0
1264,3105.0,33.7,11862,Water,0
1265,2966.5,90.8,22371,Water,0
1266,2884.7,342.0,4807,Water,0
1267,2958.3,352.6,1594,Water,0
1268,2916.6,423.4,3114,Water,0
1269,2869.4,467.1,2463,Water,0
1270,2831.0,465.1,2032,Water,0
1271,2808.1,524.9,1105,Water,0
1272,2759.6,535.7,1928,Water,0
1273,3384.7,1441.1,952,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0
1274,2722.5,565.2,1453,Water,0
1275,2761.6,597.7,1172,Water,0
1276,2761.9,637.4,2266,Water,0
1277,2710.4,604.3,3249,Water,0
1278,2707.9,642.7,1357,Water,0
1279,2804.6,424.3,1193,Water,0
1280,2783.8,389.8,1381,Water,0
1281,2818.7,317.4,4156,Water,0
1282,2770.7,350.7,1370,Water,0
1283,2678.8,357.5,6697,Water,0
1284,2726.6,446.6,2736,Water,0
1285,2707.3,519.1,3250,Water,0
1286,2626.8,410.2,5021,Water,0
1287,2610.6,471.7,4708,Water,0
1288,2656.9,520.0,2887,Water,0
1289,2655.5,570.2,2899,Water,0
1290,2648.6,626.1,3948,Water,0
1291,2622.9,690.0,6690,Water,0
1292,2630.7,764.4,5349,Water,0
1293,2702.9,802.9,1987,Water,0
1294,2777.7,791.4,2241,Water,0
1295,2823.1,734.4,2164,Water,0
1296,2864.4,692.7,2127,Water,0
1297,2902.6,685.2,1641,Water,0
1298,2943.8,670.9,2271,Water,0
1299,2734.8,301.4,6135,Water,0
1300,2906.3,722.8,2295,Water,0
1301,2867.7,762.5,4456,Water,0
