province_id,assigned_tag,status,confidence,authority_type,source_url,source_note,reviewer,review_date
840,MIS,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded miskito authority capital (Miskito, province 838). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
855,XAL,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded tepic authority capital (Xalisco, province 854). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
856,CCM,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
859,YAQ,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Yaqui, province 862). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
860,CCM,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chichimecan authority capital (Chichimeca, province 857). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
861,CCM,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chichimecan authority capital (Chichimeca, province 857). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
863,MSC,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded mescalero authority capital (Mescaslero, province 882). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
864,MSC,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded mescalero authority capital (Mescaslero, province 882). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
865,YAQ,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Yaqui, province 862). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
866,YAQ,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Yaqui, province 862). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
867,PIM,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
868,PIM,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
869,PIM,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
870,YKT,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
871,CNK,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chinook authority capital (Chinook, province 873). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
872,CNK,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chinook authority capital (Chinook, province 873). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
875,NAH,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
876,PIM,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
881,MSC,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
884,HNI,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded caddo authority capital (Hasinai, province 2669). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
885,MSC,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded mescalero authority capital (Mescaslero, province 882). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
887,HNI,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded caddo authority capital (Hasinai, province 2669). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
888,HNI,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded caddo authority capital (Hasinai, province 2669). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
889,WIC,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded wichita authority capital (Wichita, province 886). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
890,PAW,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded pawnee authority capital (Pawnee, province 901). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
891,PAW,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded pawnee authority capital (Pawnee, province 901). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
892,WIC,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
893,NTZ,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded natchez authority capital (Natchez, province 2529). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
896,WIC,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
898,PAW,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded pawnee authority capital (Pawnee, province 901). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
899,PCH,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded yoron authority capital (Pacaha, province 4923). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
900,CAO,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
902,PAW,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded pawnee authority capital (Pawnee, province 901). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
903,PAW,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded pawnee authority capital (Pawnee, province 901). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
904,OEO,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
905,OEO,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
906,LAK,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
908,WCY,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
909,ARP,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded arapaho authority capital (Arapaho, province 2510). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
910,OJI,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
911,POT,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded anishinabe authority capital (Potawatomi, province 945). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
912,OEO,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
914,OEO,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
918,CHI,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chickasaw authority capital (Chickasaw, province 919). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
921,NTZ,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded natchez authority capital (Natchez, province 2529). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
922,CHO,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded choctaw authority capital (Choctaw, province 920). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
923,CHO,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded choctaw authority capital (Choctaw, province 920). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
924,CHO,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded choctaw authority capital (Choctaw, province 920). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
926,ICH,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded yamasee authority capital (Ichisi, province 2537). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
927,ICH,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded yamasee authority capital (Ichisi, province 2537). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
928,KSI,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded creek authority capital (Kasihta, province 930). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
929,ICH,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded yamasee authority capital (Ichisi, province 2537). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
932,COF,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded catawba authority capital (Cofitachequi, province 933). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
934,CCA,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded yuchi authority capital (Chisca, province 941). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
938,POW,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded powhatan authority capital (Powhatan, province 952). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
939,KSP,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded shawnee authority capital (Kispoko, province 2526). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
940,KSP,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
942,MMI,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
946,MMI,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded miami authority capital (Miami, province 943). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
947,ERI,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
948,CLG,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
949,CIA,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded yuchi authority capital (Chiaha, province 935). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
950,POW,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
951,HWK,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded shawnee authority capital (Hathawekela, province 4888). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
953,POW,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded powhatan authority capital (Powhatan, province 952). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
955,SUS,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded susquehannock authority capital (Susquehannock, province 2557). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
957,LEN,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded delaware authority capital (Lenape, province 956). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
962,LEN,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
963,MAH,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
965,LEN,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded delaware authority capital (Lenape, province 956). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
967,PEQ,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
968,WAM,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
970,WAM,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
972,NCN,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded aleutian authority capital (Nuu-chah-nulth Communities, province 972). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
973,SAL,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
974,KWK,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded aleutian authority capital (Kwakwaka'wakw Communities, province 974). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
975,CNK,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chinook authority capital (Chinook, province 873). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
976,HDA,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
977,LGT,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded aleutian authority capital (Tlingit Communities, province 977). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
978,DNE,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,1444 gameplay territorialization based on imported culture and manual correction of an over-broad imported culture label. Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.,Codex cultural-homeland pass,2026-07-10
979,ALU,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded aleutian authority capital (Unangan Communities, province 979). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
980,INN,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded innu authority capital (Innu, province 2579). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
981,INN,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded innu authority capital (Innu, province 2579). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
982,MIK,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
983,MIK,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
984,MIK,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
985,MIK,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded mikmaq authority capital (Mikmaq, province 4891). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
986,MIK,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
990,STA,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
991,AGQ,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded algonquin authority capital (Algonquin, province 992). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
995,INN,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded innu authority capital (Innu, province 2579). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
996,INN,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
997,INN,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded innu authority capital (Innu, province 2579). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
998,INU,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded inuit authority capital (Inuit Communities, province 998). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
999,WCR,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded cree authority capital (Cree, province 2589). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
1000,WCR,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
1001,MSG,approved,source_explicit,indigenous_or_tribal_authority,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
1002,AGQ,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded algonquin authority capital (Algonquin, province 992). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
