province_id,province_name,history_file,definition_status,current_owner,tribal_owner,dated_1444_owner,dated_owner_date,proposed_owner,country_name,category,status,confidence,authority_type,culture,religion,native_size,longitude,latitude,land_luma_ratio,source_url,source_note,reviewer,review_date
797,Oruro,797 - Caracara.txt,x,PCJ,,,,PCJ,Pacajes,existing_owner,existing,source_explicit,state_or_polity,aimara,inti,,-68.51358,-9.55553,1.000000,,Existing top-level owner in the imported province history.,,
798,Mbwila,798 - Nsoyo.txt,x,KON,,,,KON,Kongo,existing_owner,existing,source_explicit,state_or_polity,mbundu,shamanism,,14.58732,-13.59689,1.000000,,Existing top-level owner in the imported province history.,,
799,Chaco Boreal,799 - Chaco Boreal.txt,x,GCH,,,,GCH,Gran Chaco Peoples,applied_documented_assignment,applied,medium,cultural_territorial_authority,chacoan,animism,50,-60.56719,-12.00416,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded chacoan authority capital (Gran Chaco Peoples, province 799). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
800,Chiquitos,800 - Chiquitos.txt,x,ARW,,,,ARW,Arawak,applied_documented_assignment,applied,medium,cultural_territorial_authority,maipurean,animism,10,-62.51005,-5.67955,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded maipurean authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
801,Caranga,801 - Caranga.txt,x,GUA,,,,GUA,Guarani,applied_documented_assignment,applied,medium,cultural_territorial_authority,guarani,animism,15,-65.86137,-7.66330,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guarani authority capital (Guarani, province 2884). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
802,Chuquiabo,802 - Chuquiabo.txt,x,CLA,,,,CLA,Colla,existing_owner,existing,source_explicit,state_or_polity,aimara,inti,,-68.71174,-5.95941,1.000000,,Existing top-level owner in the imported province history.,,
803,Moxos,803 - Moxos.txt,x,GUA,,,,GUA,Guarani,applied_documented_assignment,applied,medium,cultural_territorial_authority,guarani,animism,25,-66.15431,-5.28425,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guarani authority capital (Guarani, province 2884). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
804,Puno,804 - Puno.txt,x,CLA,,,,CLA,Colla,existing_owner,existing,source_explicit,state_or_polity,aimara,inti,,-70.53950,-6.68321,1.000000,,Existing top-level owner in the imported province history.,,
805,Arequipa,805 - Arequipa.txt,x,CLA,,,,CLA,Colla,applied_documented_assignment,applied,medium,cultural_territorial_authority,aimara,inti,10,-71.13091,-7.95223,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded aimara authority capital (Colla, province 804). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
806,Nazca,806 - Nazca.txt,x,WKA,,,,WKA,Wanka,applied_documented_assignment,applied,medium,cultural_territorial_authority,inca,inti,10,-75.57696,-4.65267,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded inca authority capital (Wanka, province 810). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
807,Huamanga,807 - Huamanga.txt,x,CSU,,,,CSU,Cusco,existing_owner,existing,source_explicit,state_or_polity,inca,inti,,-74.20261,-4.09104,1.000000,,Existing top-level owner in the imported province history.,,
808,Cuzco,808 - Cuzco.txt,x,CSU,,,,CSU,Cusco,existing_owner,existing,source_explicit,state_or_polity,inca,inti,,-73.36426,-2.56002,1.000000,,Existing top-level owner in the imported province history.,,
809,Lima,809 - Lima.txt,x,ICM,,,,ICM,Ichma,existing_owner,existing,source_explicit,state_or_polity,inca,inti,,-76.88246,-2.05786,1.000000,,Existing top-level owner in the imported province history.,,
810,Huancavelica,810 - Huancavelica.txt,x,WKA,,,,WKA,Wanka,existing_owner,existing,source_explicit,state_or_polity,inca,inti,,-75.23532,-2.24720,1.000000,,Existing top-level owner in the imported province history.,,
811,Tarma,811 - Tarma.txt,x,WKA,,,,WKA,Wanka,existing_owner,existing,source_explicit,state_or_polity,inca,inti,,-75.93663,-1.01123,1.000000,,Existing top-level owner in the imported province history.,,
812,Chanchan,812 - Chanchan.txt,x,CHM,,,,CHM,Chimu,existing_owner,existing,source_explicit,state_or_polity,chimuan,inti,,-78.78661,2.14719,1.000000,,Existing top-level owner in the imported province history.,,
813,Cajamarca,813 - Cajamarca.txt,x,CJA,,,,CJA,Cajamarca,existing_owner,existing,source_explicit,state_or_polity,inca,inti,,-78.67787,4.59308,1.000000,,Existing top-level owner in the imported province history.,,
814,Huanuco,814 - Huanuco.txt,x,HJA,,,,HJA,Huyla,existing_owner,existing,source_explicit,state_or_polity,inca,inti,,-75.97266,0.71498,1.000000,,Existing top-level owner in the imported province history.,,
815,Maynas,815 - Maynas.txt,x,JVR,,,,JVR,Jivaroan Peoples,applied_documented_assignment,applied,medium,cultural_territorial_authority,jivaro,animism,15,-74.51789,8.87286,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded jivaro authority capital (Jivaroan Peoples, province 815). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
816,Tumbes,816 - Tumbes.txt,x,CHM,,,,CHM,Chimu,existing_owner,existing,source_explicit,state_or_polity,chimuan,inti,,-80.51964,7.55555,1.000000,,Existing top-level owner in the imported province history.,,
817,Cuenca,817 - Cuenca.txt,x,QTO,,,,QTO,Quito,existing_owner,existing,source_explicit,state_or_polity,cara,inti,,-78.94544,8.60372,1.000000,,Existing top-level owner in the imported province history.,,
818,Canelos,818 - Canelos.txt,x,JVR,,,,JVR,Jivaroan Peoples,applied_documented_assignment,applied,medium,cultural_territorial_authority,jivaro,animism,20,-77.24464,10.67074,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded jivaro authority capital (Jivaroan Peoples, province 815). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
819,Guayaquil,819 - Guayaquil.txt,x,QTO,,,,QTO,Quito,existing_owner,existing,source_explicit,state_or_polity,cara,inti,,-80.49619,9.81711,1.000000,,Existing top-level owner in the imported province history.,,
820,Quito,820 - Quito.txt,x,QTO,,,,QTO,Quito,existing_owner,existing,source_explicit,state_or_polity,cara,inti,,-79.04750,11.19922,1.000000,,Existing top-level owner in the imported province history.,,
821,Quijos,821 - Quijos.txt,x,JVR,,,,JVR,Jivaroan Peoples,applied_documented_assignment,applied,medium,cultural_territorial_authority,jivaro,animism,10,-76.85418,7.72325,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded jivaro authority capital (Jivaroan Peoples, province 815). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
822,Caqueta,822 - Caqueta.txt,x,JVR,,,,JVR,Jivaroan Peoples,applied_documented_assignment,applied,medium,cultural_territorial_authority,jivaro,animism,10,-74.66897,12.89274,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded jivaro authority capital (Jivaroan Peoples, province 815). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
823,Cauca,823 - Cauca.txt,x,ARW,,,,ARW,Arawak,applied_documented_assignment,applied,medium,cultural_territorial_authority,guajiro,animism,15,-77.39169,15.57733,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
824,Mariquita,824 - Mariquita.txt,x,ARW,,,,ARW,Arawak,applied_documented_assignment,applied,medium,cultural_territorial_authority,guajiro,animism,10,-75.75775,17.72941,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
825,Bogota,825 - Bogota.txt,x,MCA,,,,MCA,Muisca,existing_owner,existing,source_explicit,state_or_polity,muisca,inti,,-74.49082,17.07250,1.000000,,Existing top-level owner in the imported province history.,,
826,Choco,826 - Choco.txt,x,ARW,,,,ARW,Arawak,applied_documented_assignment,applied,medium,cultural_territorial_authority,guajiro,animism,10,-77.17697,17.52802,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
827,Antioqu�a,827 - Antioquia.txt,x,MCA,,,,MCA,Muisca,applied_documented_assignment,applied,medium,cultural_territorial_authority,muisca,animism,10,-75.96568,19.36669,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded muisca authority capital (Muisca, province 825). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
828,Cartagena,828 - Cartagena.txt,x,ARW,,,,ARW,Arawak,applied_documented_assignment,applied,medium,cultural_territorial_authority,guajiro,animism,15,-75.63814,22.35577,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
829,Magdalena,829 - Magdalena.txt,x,TAI,,,,TAI,Tairona,existing_owner,existing,source_explicit,state_or_polity,muisca,animism,15,-74.76296,23.22249,0.996377,,Existing top-level owner in the imported province history.,,
830,Maracaibo,830 - Maracaibo.txt,x,ARW,,,,ARW,Arawak,applied_documented_assignment,applied,medium,cultural_territorial_authority,guajiro,animism,15,-72.78256,23.38943,0.969152,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
831,Caracas,831 - Caracas.txt,x,CAB,,,,CAB,Carib,applied_documented_assignment,applied,medium,cultural_territorial_authority,carib,animism,25,-66.96190,23.03154,0.988593,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
832,Chiancon,832 - Chiancon.txt,x,MCA,,,,MCA,Muisca,existing_owner,existing,source_explicit,state_or_polity,muisca,inti,,-73.54636,18.40389,1.000000,,Existing top-level owner in the imported province history.,,
833,Graaff-Reinet,833 - GraaffReinet.txt,x,NGU,,,,NGU,Nguni Communities,applied_documented_assignment,applied,medium,cultural_territorial_authority,nguni,shamanism,5,24.83844,-38.98489,0.998948,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded nguni authority capital (Nguni Communities, province 789). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
834,Barinas,834 - Barinas.txt,x,ARW,,,,ARW,Arawak,applied_documented_assignment,applied,medium,cultural_territorial_authority,guajiro,animism,15,-70.10065,20.83484,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
835,Panama,835 - Panama.txt,x,TAI,,,,TAI,Tairona,applied_documented_assignment,applied,medium,cultural_territorial_authority,muisca,animism,20,-79.81035,21.79756,0.978202,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded muisca authority capital (Tairona, province 829). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
836,Chorotega,836 - Chorotega.txt,x,TAI,,,,TAI,Tairona,applied_documented_assignment,applied,medium,cultural_territorial_authority,muisca,animism,20,-83.91856,21.96060,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded muisca authority capital (Tairona, province 829). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
837,Nicaragua,837 - Nicaragua.txt,x,MIS,,,,MIS,Miskito,applied_documented_assignment,applied,medium,cultural_territorial_authority,miskito,animism,20,-86.68817,25.94067,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded miskito authority capital (Miskito, province 838). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
838,Mosquito,838 - Mosquito.txt,x,MIS,,,,MIS,Miskito,existing_owner,existing,source_explicit,state_or_polity,miskito,animism,20,-84.18788,26.77890,0.944767,,Existing top-level owner in the imported province history.,,
839,Pipil,839 - Pipil.txt,x,CHT,,,,CHT,Chorti,existing_owner,existing,source_explicit,state_or_polity,highland_mayan,mesoamerican_religion,15,-89.21602,26.86541,0.998066,,Existing top-level owner in the imported province history.,,
840,Honduras,840 - Honduras.txt,x,MIS,,,,MIS,Miskito,applied_documented_assignment,applied,medium,cultural_territorial_authority,miskito,animism,15,-85.26218,28.46340,0.985612,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded miskito authority capital (Miskito, province 838). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
841,Guatemala,841 - Guatemala.txt,x,KIC,,,,KIC,Kiche,existing_owner,existing,source_explicit,state_or_polity,highland_mayan,mesoamerican_religion,,-91.80972,27.43046,1.000000,,Existing top-level owner in the imported province history.,,
842,Pet�n,842 - Peten.txt,x,ITZ,,,,ITZ,Itza,existing_owner,existing,source_explicit,state_or_polity,putun,mesoamerican_religion,,-90.79425,30.50082,1.000000,,Existing top-level owner in the imported province history.,,
843,Belize,843 - Belize.txt,x,CTM,,,,CTM,Chactemal,existing_owner,existing,source_explicit,state_or_polity,yucatec,mesoamerican_religion,,-89.05407,30.94190,0.975265,,Existing top-level owner in the imported province history.,,
844,Zapotec,844 - Zapotec.txt,x,ZAP,,,,ZAP,Zapotec,existing_owner,existing,source_explicit,state_or_polity,zapotek,nahuatl,,-96.11449,29.70875,0.997024,,Existing top-level owner in the imported province history.,,
845,Campeche,845 - Campeche.txt,x,CNP,,,,CNP,Can Pech,existing_owner,existing,source_explicit,state_or_polity,yucatec,mesoamerican_religion,,-90.62322,32.59938,1.000000,,Existing top-level owner in the imported province history.,,
846,Yucatan,846 - Yucatan.txt,x,COC,,,,COC,Cocomes,existing_owner,existing,source_explicit,state_or_polity,yucatec,mesoamerican_religion,,-88.71277,34.27302,0.986207,,Existing top-level owner in the imported province history.,,
847,Mixtec,847 - Mixtec.txt,x,MIX,,,,MIX,Mixtec,existing_owner,existing,source_explicit,state_or_polity,mixtec,nahuatl,,-97.53952,29.40015,0.997802,,Existing top-level owner in the imported province history.,,
848,Tohancapan,848 - Tohancapan.txt,x,TOT,,,,TOT,Totonac,existing_owner,existing,source_explicit,state_or_polity,totonac,nahuatl,,-98.08278,33.92057,0.982833,,Existing top-level owner in the imported province history.,,
849,Tlapanec,849 - Tlapanec.txt,x,TLA,,,,TLA,Tlapanec,existing_owner,existing,source_explicit,state_or_polity,tlapanec,nahuatl,,-99.05169,29.96129,1.000000,,Existing top-level owner in the imported province history.,,
850,Tlaxcala,850 - Tlaxcala.txt,x,TLX,,,,TLX,Tlaxcala,existing_owner,existing,source_explicit,state_or_polity,aztek,nahuatl,,-98.56293,33.07287,1.000000,,Existing top-level owner in the imported province history.,,
851,Tarasco,851 - Tarasco.txt,x,TLA,,,,TLA,Tlapanec,existing_owner,existing,source_explicit,state_or_polity,tlapanec,nahuatl,,-102.55244,31.37117,1.000000,,Existing top-level owner in the imported province history.,,
852,Mexico,852 - Mexico.txt,x,AZT,,,,AZT,Aztec Empire,existing_owner,existing,source_explicit,state_or_polity,aztek,nahuatl,,-99.84493,33.10673,1.000000,,Existing top-level owner in the imported province history.,,
853,Huastec,853 - Huastec.txt,x,AZT,,,,AZT,Aztec Empire,existing_owner,existing,source_explicit,state_or_polity,aztek,nahuatl,,-99.25327,33.97228,1.000000,,Existing top-level owner in the imported province history.,,
854,Sayultecas,854 - Sayultecas.txt,x,XAL,,,,XAL,Xalisco,existing_owner,existing,source_explicit,state_or_polity,tepic,nahuatl,5,-104.91512,34.43504,1.000000,,Existing top-level owner in the imported province history.,,
855,Huichol,855 - Huichol.txt,x,XAL,,,,XAL,Xalisco,applied_documented_assignment,applied,medium,cultural_territorial_authority,tepic,nahuatl,5,-106.60412,36.86718,1.000000,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded tepic authority capital (Xalisco, province 854). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
856,Zacatecas,856 - Zacatecas.txt,x,CCM,,,,CCM,Chichimeca,applied_documented_assignment,applied,source_explicit,indigenous_or_tribal_authority,chichimecan,animism,,-103.32986,37.57376,1.000000,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
857,Guachichil,857 - Guachichil.txt,x,CCM,,,,CCM,Chichimeca,existing_owner,existing,source_explicit,state_or_polity,chichimecan,animism,,-101.57854,36.71202,1.000000,,Existing top-level owner in the imported province history.,,
858,Tamaulipas,858 - Tamaulipas.txt,x,HST,,,,HST,Huastec,existing_owner,existing,source_explicit,state_or_polity,wastek,mesoamerican_religion,5,-99.01760,36.54107,0.982533,,Existing top-level owner in the imported province history.,,
859,Sinaloa,859 - Sinaloa.txt,x,YAQ,,,,YAQ,Yaqui,applied_documented_assignment,applied,medium,cultural_territorial_authority,piman,totemism,5,-108.33737,38.55091,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Yaqui, province 862). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
860,Tepehuan,860 - Tepehuan.txt,x,CCM,,,,CCM,Chichimeca,applied_documented_assignment,applied,medium,cultural_territorial_authority,chichimecan,animism,5,-104.83751,39.07650,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chichimecan authority capital (Chichimeca, province 857). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
861,Coahuila,861 - Coahuila.txt,x,CCM,,,,CCM,Chichimeca,applied_documented_assignment,applied,medium,cultural_territorial_authority,chichimecan,animism,5,-102.08951,40.08027,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chichimecan authority capital (Chichimeca, province 857). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
862,Yaqui,862 - Yaqui.txt,x,YAQ,,,,YAQ,Yaqui,existing_owner,existing,source_explicit,state_or_polity,piman,totemism,5,-111.55580,41.80067,0.991792,,Existing top-level owner in the imported province history.,,
863,Suma,863 - Suma.txt,x,MSC,,,,MSC,Mescaslero,applied_documented_assignment,applied,medium,cultural_territorial_authority,mescalero,totemism,5,-106.98986,43.22228,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded mescalero authority capital (Mescaslero, province 882). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
864,Concho,864 - Concho.txt,x,MSC,,,,MSC,Mescaslero,applied_documented_assignment,applied,medium,cultural_territorial_authority,mescalero,totemism,5,-106.19628,42.03797,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded mescalero authority capital (Mescaslero, province 882). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
865,Cochimi,865 - Cochimi.txt,x,YAQ,,,,YAQ,Yaqui,applied_documented_assignment,applied,medium,cultural_territorial_authority,piman,animism,5,-113.29620,39.98381,0.971946,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Yaqui, province 862). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
866,Guaycura,866 - Guaycura.txt,x,YAQ,,,,YAQ,Yaqui,applied_documented_assignment,applied,medium,cultural_territorial_authority,piman,animism,5,-111.24089,37.46698,0.962804,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Yaqui, province 862). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
867,Mojave,867 - Mojave.txt,x,PIM,,,,PIM,Pima,applied_documented_assignment,applied,medium,cultural_territorial_authority,piman,totemism,5,-115.51383,46.24224,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
868,Chumash,868 - Chumash.txt,x,PIM,,,,PIM,Pima,applied_documented_assignment,applied,medium,cultural_territorial_authority,piman,totemism,5,-119.38433,46.81465,0.866131,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
869,Salinan,869 - Salinan.txt,x,PIM,,,,PIM,Pima,applied_documented_assignment,applied,medium,cultural_territorial_authority,piman,totemism,5,-121.29553,48.20873,0.705104,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
870,Yorkuts,870 - Yorkuts.txt,x,YKT,,,,YKT,Yokuts,applied_documented_assignment,applied,source_explicit,indigenous_or_tribal_authority,yokuts,totemism,50,-120.62849,48.89991,0.575592,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
871,Pomo,871 - Pomo.txt,x,CNK,,,,CNK,Chinook,applied_documented_assignment,applied,medium,cultural_territorial_authority,chinook,totemism,20,-123.56825,51.09229,0.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chinook authority capital (Chinook, province 873). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
872,Kalapuya,872 - Kalapuya.txt,x,CNK,,,,CNK,Chinook,applied_documented_assignment,applied,medium,cultural_territorial_authority,chinook,totemism,15,-124.03243,55.32707,0.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded chinook authority capital (Chinook, province 873). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
873,Chinook,873 - Chinook.txt,x,CNK,,,,CNK,Chinook,existing_owner,existing,source_explicit,state_or_polity,chinook,totemism,10,-122.95999,56.40444,0.000000,,Existing top-level owner in the imported province history.,,
874,Salish,874 - Salish.txt,x,SAL,,,,SAL,Salish,existing_owner,existing,source_explicit,state_or_polity,salish,totemism,10,-122.18127,58.08509,0.000000,,Existing top-level owner in the imported province history.,,
875,Canyon,875 - Canyon.txt,x,NAH,,,,NAH,Navajo,applied_documented_assignment,applied,source_explicit,indigenous_or_tribal_authority,navajo,totemism,5,-110.67815,48.59207,1.000000,,Promoted from the imported top-level tribal_owner field; original file is in the migration backup.,Codex data migration,2026-07-10
876,Yavapai,876 - Yavapai.txt,x,PIM,,,,PIM,Pima,applied_documented_assignment,applied,medium,cultural_territorial_authority,piman,totemism,5,-113.44829,46.07904,1.000000,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded piman authority capital (Pima, province 877). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
877,Pima,877 - Pima.txt,x,PIM,,,,PIM,Pima,existing_owner,existing,source_explicit,state_or_polity,piman,totemism,5,-112.69699,45.15333,1.000000,,Existing top-level owner in the imported province history.,,
878,Navajo,878 - Navajo.txt,x,NAH,,,,NAH,Navajo,existing_owner,existing,source_explicit,state_or_polity,navajo,totemism,20,-108.25703,48.56365,1.000000,,Existing top-level owner in the imported province history.,,
