province_id,province_name,pixel_count,centroid_x,centroid_y,longitude,latitude,mean_red,mean_green,mean_blue,luma_80_ratio,luma_100_ratio,luma_120_ratio
602,Chian Rai,404,4364.926,1080.272,99.00804,18.63144,16.000,216.000,217.000,1.000000,1.000000,1.000000
603,Rayong,295,4400.492,1191.502,101.28142,10.89784,16.000,205.627,207.834,1.000000,0.996610,0.993220
604,Udong,224,4437.263,1206.438,103.63189,9.84056,16.000,207.817,208.411,1.000000,1.000000,1.000000
605,Prei Nokoi,244,4475.164,1226.885,106.05451,8.38766,15.971,199.951,207.602,1.000000,0.987705,0.983607
606,Panduranga,302,4495.861,1217.781,107.37747,9.03525,16.000,206.887,212.149,1.000000,1.000000,0.976821
607,Vijaya,275,4504.960,1175.644,107.95909,12.01630,16.000,207.651,212.022,1.000000,1.000000,0.949091
608,Champassak,203,4476.241,1156.488,106.12338,13.36115,16.842,215.961,216.911,1.000000,1.000000,1.000000
609,Siem Reap,392,4431.926,1179.064,103.29073,11.77546,16.000,206.548,207.630,1.000000,1.000000,1.000000
610,Binh Tri Thien,272,4449.441,1070.507,104.41030,19.29602,15.544,210.301,212.816,1.000000,0.992647,0.992647
611,Thakhek,438,4436.628,1105.434,103.59127,16.90716,16.000,215.628,215.158,1.000000,1.000000,1.000000
612,Khorat,532,4402.028,1163.968,101.37964,12.83684,16.000,213.353,212.368,1.000000,1.000000,1.000000
613,Thang Long,318,4455.126,1055.679,104.77367,20.30004,15.572,207.780,209.305,1.000000,1.000000,1.000000
614,Vientiane,691,4399.803,1099.425,101.23742,17.32040,16.000,215.690,216.301,1.000000,1.000000,1.000000
615,Luang Prabang,425,4393.736,1079.134,100.84963,18.70904,16.000,216.000,217.000,1.000000,1.000000,1.000000
616,Viet Bac,609,4457.511,1035.240,104.92611,21.67334,15.373,214.419,215.251,1.000000,1.000000,1.000000
617,Aceh,264,4301.955,1323.258,94.98289,1.48220,17.489,205.686,209.170,1.000000,1.000000,0.992424
618,Aru,201,4367.289,1365.194,99.15907,-1.53540,17.582,202.463,206.871,1.000000,0.995025,0.970149
619,Minangkabau,209,4350.445,1373.359,98.08242,-2.12267,17.794,208.833,211.459,1.000000,1.000000,1.000000
620,Siak,510,4398.510,1389.869,101.15475,-3.30944,17.647,199.741,207.776,1.000000,1.000000,0.990196
621,Benkulen,444,4417.831,1465.959,102.38977,-8.75290,22.480,208.928,211.962,1.000000,1.000000,0.995495
622,Palembang,622,4442.550,1443.765,103.96981,-7.17115,18.026,202.760,206.662,1.000000,1.000000,0.991961
623,Lampung,795,4446.197,1471.101,104.20296,-9.11839,21.083,205.306,208.395,1.000000,1.000000,0.991195
624,Banten,187,4462.722,1500.209,105.25921,-11.18024,22.513,203.102,209.091,1.000000,1.000000,1.000000
625,Priangan,243,4495.226,1514.930,107.33691,-12.21764,25.000,210.358,212.008,1.000000,1.000000,1.000000
626,Mataram,127,4515.906,1517.150,108.65873,-12.37371,25.000,207.732,210.661,1.000000,1.000000,1.000000
627,Blambangan,284,4581.803,1526.444,112.87092,-13.02619,23.120,206.856,211.303,1.000000,1.000000,1.000000
628,Surabaya,228,4556.456,1513.031,111.25075,-12.08402,23.250,204.197,208.548,1.000000,1.000000,0.982456
629,Demak,116,4539.741,1505.216,110.18233,-11.53351,20.371,202.733,207.621,1.000000,1.000000,1.000000
630,Sunda,135,4477.933,1497.141,106.23153,-10.96357,19.022,203.852,208.259,1.000000,1.000000,0.992593
631,Bali-Lombok,115,4603.130,1530.635,114.23419,-13.31986,22.887,197.904,209.226,1.000000,1.000000,0.939130
632,Sumbawa,330,4646.094,1534.661,116.98044,-13.60162,23.909,198.973,208.936,1.000000,1.000000,0.981818
633,Flores,423,4708.993,1533.028,121.00097,-13.48742,21.234,201.811,211.142,1.000000,1.000000,0.992908
634,Sumba,232,4678.366,1552.836,119.04331,-14.86943,24.728,202.599,209.974,1.000000,1.000000,0.982759
635,Timor,314,4741.312,1554.736,123.06682,-15.00151,24.513,203.115,209.398,1.000000,1.000000,1.000000
636,Brunei,482,4597.768,1335.077,113.89140,0.63179,18.185,208.102,210.191,1.000000,1.000000,0.997925
637,Sabah,607,4624.435,1309.819,115.59598,2.44874,19.381,209.389,212.881,1.000000,1.000000,0.995058
638,Kutei,632,4626.142,1395.799,115.70513,-3.73542,18.957,206.030,207.087,1.000000,1.000000,0.998418
639,Banjarmasin,510,4584.976,1440.947,113.07378,-6.96988,18.565,203.616,206.227,1.000000,1.000000,1.000000
640,Sukadane,365,4512.734,1382.395,108.45602,-2.77233,16.000,203.236,207.430,1.000000,0.994521,0.994521
641,Makassar,150,4678.220,1485.187,119.03395,-10.11783,20.720,201.393,209.773,1.000000,1.000000,0.986667
642,Bone,310,4698.165,1443.090,120.30881,-7.12295,23.142,211.200,212.694,1.000000,1.000000,1.000000
643,Pose,679,4705.529,1419.750,120.77953,-5.45341,21.408,206.591,212.598,1.000000,1.000000,0.973490
644,Menade,238,4754.849,1371.924,123.93209,-2.01951,21.109,199.639,206.739,1.000000,0.978992,0.953782
645,Buru,176,4782.324,1451.176,125.68832,-7.69998,20.875,202.489,209.182,1.000000,1.000000,0.977273
646,Ambom,40,4809.850,1454.700,127.44780,-7.95121,16.375,193.400,206.975,1.000000,1.000000,0.950000
647,Ceram,373,4825.826,1447.960,128.46897,-7.47054,18.453,199.499,207.525,1.000000,1.000000,0.986595
648,Halmahera,310,4806.823,1382.994,127.25428,-2.81539,16.000,196.087,206.545,1.000000,1.000000,0.961290
649,Ternate,113,4799.540,1371.991,126.78877,-2.02431,16.000,196.513,208.292,1.000000,1.000000,0.973451
650,Tidore,114,4797.272,1413.386,126.64380,-4.99735,16.000,194.982,210.281,1.000000,1.000000,0.973684
651,Sulu,60,4697.300,1305.233,120.25355,2.77839,15.850,182.117,204.000,1.000000,0.966667,0.883333
652,Maguindanae,557,4753.149,1294.364,123.82345,3.55936,16.115,205.750,209.508,1.000000,1.000000,0.982047
653,Tagoloan,279,4750.731,1271.391,123.66890,5.20777,16.527,210.778,212.939,1.000000,1.000000,1.000000
654,Samar,271,4757.347,1208.472,124.09177,9.69625,15.993,194.993,204.775,1.000000,0.981550,0.963100
655,Palawan,141,4646.525,1255.674,117.00798,6.33309,15.986,187.461,207.248,1.000000,0.985816,0.865248
656,Manila,135,4693.889,1171.289,120.03551,12.32265,15.926,197.815,207.437,1.000000,0.992593,0.955556
657,Samtoy,231,4689.827,1112.749,119.77586,16.40282,15.974,200.351,212.113,1.000000,0.995671,0.974026
658,Cagayan,549,4707.195,1122.282,120.88604,15.74357,15.882,198.293,209.845,1.000000,0.970856,0.923497
659,Riau,41,4437.976,1406.537,103.67742,-4.50614,16.000,186.927,212.488,1.000000,0.975610,0.951220
660,Xishuan Banna,660,4377.720,1039.691,99.82583,21.37535,16.000,214.365,217.288,1.000000,1.000000,1.000000
661,Dali,1601,4371.534,984.221,99.43044,25.04331,16.000,200.041,215.462,1.000000,1.000000,1.000000
662,Yunnan,1542,4417.333,986.977,102.35795,24.86352,15.791,206.269,215.859,1.000000,1.000000,1.000000
663,Wenshan,1481,4426.781,1015.101,102.96183,23.01380,15.468,210.448,216.141,1.000000,1.000000,1.000000
664,Guangxi,912,4466.015,1008.001,105.46973,23.48322,14.908,213.162,217.274,1.000000,1.000000,1.000000
665,XXX,749,4555.939,1026.945,111.21767,22.22698,14.713,207.785,211.184,1.000000,1.000000,0.993324
666,Hainan,210,4528.033,1080.581,109.43395,18.61039,14.700,199.071,204.219,1.000000,0.980952,0.966667
667,Guangzhou,596,4577.020,1024.237,112.56521,22.40731,14.753,201.017,208.574,1.000000,0.993289,0.973154
668,Macau,39,4575.846,1034.949,112.49017,21.69280,14.410,181.385,202.897,0.974359,0.871795,0.820513
669,Fuzhou,710,4666.732,965.813,118.29966,26.23759,15.724,202.718,213.428,1.000000,0.983099,0.943662
670,Ganzhou,837,4605.428,976.697,114.38103,25.53292,16.000,205.036,214.182,1.000000,1.000000,1.000000
671,Changsha,1377,4568.679,930.346,112.03204,28.50399,15.844,190.441,210.400,1.000000,0.999274,0.995643
672,Chenzhou,1086,4534.713,914.180,109.86090,29.52132,15.972,192.749,212.722,1.000000,1.000000,0.979742
673,Bozhou,1215,4495.838,965.722,107.37600,26.24345,15.997,208.035,215.842,1.000000,1.000000,1.000000
674,Guiyang,1854,4459.469,967.972,105.05127,26.09809,15.421,207.863,215.749,1.000000,1.000000,1.000000
675,Liangshan,788,4429.923,953.000,103.16267,27.06168,16.000,203.260,215.353,1.000000,1.000000,1.000000
676,U-Tsang,712,4202.701,920.076,88.63855,29.15147,16.000,184.348,215.027,1.000000,1.000000,1.000000
677,Qamdo,1172,4240.759,904.537,91.07121,30.12342,16.000,182.988,214.918,1.000000,1.000000,1.000000
678,Kham,1838,4374.142,907.587,99.59715,29.93340,16.000,195.928,215.346,1.000000,1.000000,1.000000
679,Sichuan Pendi,1080,4440.362,891.353,103.82996,30.94063,16.000,201.188,216.773,1.000000,1.000000,1.000000
680,Shenquing,1737,4490.400,903.984,107.02838,30.15782,16.000,198.770,215.740,1.000000,1.000000,1.000000
681,Yichuan,764,4523.742,893.347,109.15965,30.81747,16.000,196.263,215.804,1.000000,1.000000,1.000000
682,Hanyang,973,4586.521,887.385,113.17251,31.18520,15.992,186.444,208.479,1.000000,1.000000,1.000000
683,Nanchang,1212,4603.781,926.148,114.27574,28.76915,16.000,190.296,210.299,1.000000,0.996700,0.988449
684,Hangzhou,569,4674.239,898.682,118.77948,30.48718,15.248,196.619,209.796,1.000000,0.996485,0.978910
685,Huai'an,725,4681.513,855.844,119.24445,33.10692,15.423,181.669,205.858,1.000000,0.986207,0.957241
686,Anqing,701,4629.598,893.227,115.92599,30.82489,15.544,194.809,209.940,1.000000,1.000000,1.000000
687,Running,898,4562.552,847.294,111.64042,33.62082,15.949,192.284,211.741,1.000000,1.000000,1.000000
688,Kaifeng,550,4587.016,821.898,113.20417,35.12916,15.391,183.891,206.904,1.000000,1.000000,1.000000
689,Fengyuan,1179,4487.823,848.777,106.86367,33.53190,16.000,200.102,215.884,1.000000,1.000000,1.000000
690,Shandong Bandao,754,4660.568,794.509,117.90560,36.72513,16.000,175.663,209.450,1.000000,0.992042,0.977454
691,Jinan,787,4631.590,783.144,116.05331,37.37791,16.000,177.508,209.042,1.000000,1.000000,1.000000
692,Handan,574,4585.350,797.899,113.09767,36.52936,15.993,183.247,210.303,1.000000,1.000000,1.000000
693,Sanguan,781,4547.818,770.551,110.69861,38.09460,16.000,182.266,215.855,1.000000,1.000000,1.000000
694,Changzhi,857,4542.564,801.412,110.36273,36.32595,16.000,191.389,215.216,1.000000,1.000000,1.000000
695,Beijing,691,4629.094,752.392,115.89380,39.11575,16.000,165.592,205.936,0.992764,0.992764,0.963821
696,Xuan Fu,528,4607.195,738.729,114.49400,39.87450,16.000,168.350,211.313,1.000000,1.000000,1.000000
697,Datong,1154,4577.161,725.345,112.57422,40.60972,16.000,168.062,215.310,1.000000,1.000000,1.000000
698,Guyuan,937,4461.851,761.858,105.20352,38.58524,16.000,181.422,215.713,1.000000,1.000000,1.000000
699,Lanzhou,1504,4433.670,796.802,103.40222,36.59278,16.000,188.600,215.214,1.000000,1.000000,1.000000
700,Shaanxi,1344,4511.188,829.863,108.35716,34.65903,16.000,197.772,215.501,1.000000,1.000000,1.000000
701,Ordos,1780,4517.119,738.951,108.73627,39.86227,16.000,175.242,215.761,1.000000,1.000000,1.000000
702,Ulaanchab,1277,4548.835,707.958,110.76359,41.55282,16.000,163.991,215.169,1.000000,1.000000,0.981206
703,Chengde,1486,4647.639,692.952,117.07922,42.35596,16.000,156.856,215.017,1.000000,1.000000,0.671602
704,Liaoxi,442,4683.633,709.640,119.37998,41.46219,16.000,158.032,210.550,0.988688,0.968326,0.837104
705,Dangla,4129,4296.137,838.239,94.61100,34.16175,16.577,175.929,215.418,1.000000,1.000000,1.000000
706,Amdo,2539,4252.312,764.693,91.80969,38.42558,19.456,152.599,216.766,1.000000,1.000000,0.459236
707,Yumen,2991,4289.597,716.766,94.19298,41.07674,19.311,143.654,216.810,1.000000,1.000000,0.000000
708,Gansu,1461,4355.783,734.267,98.42363,40.12050,18.400,155.589,216.256,1.000000,1.000000,0.568789
709,Ningxia,2270,4446.760,736.863,104.23891,39.97747,16.287,174.155,215.244,1.000000,1.000000,1.000000
710,Hotan,2261,4054.233,802.205,79.14839,36.27994,16.000,187.352,215.176,1.000000,1.000000,1.000000
711,Qarqan,3572,4171.707,774.042,86.65744,37.89661,17.138,177.524,215.575,1.000000,1.000000,1.000000
712,Uighuristan,1343,4060.602,726.127,79.55555,40.56696,16.000,173.844,214.769,1.000000,1.000000,1.000000
713,Kuruk Tag,983,4216.111,641.512,89.49572,45.03186,19.522,139.654,217.336,1.000000,1.000000,0.000000
714,Dzungaria,2498,4162.285,580.785,86.05515,48.03706,16.000,134.498,216.301,1.000000,1.000000,0.000000
715,Urumqi,3687,4160.039,644.627,85.91155,44.87319,17.138,146.103,215.500,1.000000,1.000000,0.048007
716,Tannu Tuva,7232,4283.595,496.625,93.80937,51.92867,16.000,126.231,215.429,1.000000,0.820382,0.000000
717,Selenge,3183,4527.742,569.953,109.41533,48.55568,15.991,129.555,215.596,1.000000,0.980522,0.000000
718,Govi Altay,1563,4244.853,579.108,91.33292,48.11770,16.967,140.895,216.227,1.000000,1.000000,0.000000
719,Khangai,3424,4309.764,559.275,95.48206,49.06175,16.168,136.209,216.204,1.000000,1.000000,0.000000
720,Dorno Govi,2536,4473.224,663.913,105.93048,43.88123,16.446,153.805,215.588,1.000000,1.000000,0.375000
721,Dornod,3351,4576.326,597.637,112.52085,47.21981,15.673,131.034,215.497,1.000000,0.991644,0.000000
722,Chahar,902,4698.585,631.299,120.33571,45.54889,16.000,142.958,214.481,1.000000,1.000000,0.000000
723,Xilin Gol,1786,4622.512,631.417,115.47309,45.54298,15.096,137.801,216.086,1.000000,1.000000,0.000000
724,Yakesa,2609,4694.391,508.276,120.06758,51.40867,16.520,122.977,215.849,1.000000,0.647374,0.000000
725,Hinggan,996,4741.943,577.433,123.10714,48.19813,16.000,135.985,211.530,1.000000,1.000000,0.000000
726,Liaodong,1373,4726.940,675.828,122.14812,43.25998,16.000,152.296,210.746,1.000000,1.000000,0.151493
727,Heilongjiang,1434,4809.317,546.215,127.41375,49.67374,16.000,133.610,215.843,1.000000,1.000000,0.000000
728,Sanxing,805,4787.517,570.355,126.02025,48.53650,16.000,137.640,214.468,1.000000,1.000000,0.000000
729,Wusuli,2369,4947.595,571.258,136.25251,48.49347,15.999,131.191,212.775,0.993668,0.976783,0.000000
730,Haixi,722,4784.528,650.990,125.82919,44.54776,16.349,155.543,214.623,1.000000,1.000000,0.563712
731,Ninguta,1948,4842.325,597.579,129.52364,47.22262,16.494,140.481,212.626,1.000000,1.000000,0.000000
732,Hamheung,703,4796.437,723.378,126.59041,40.71707,16.000,165.919,213.538,0.991465,0.980085,0.947368
733,Hwangju,239,4763.849,754.042,124.50742,39.02359,15.916,160.105,207.188,1.000000,1.000000,0.912134
734,Gangwon,402,4801.323,764.226,126.90277,38.45189,16.000,173.980,214.806,1.000000,1.000000,1.000000
735,Hanseong,235,4787.464,764.536,126.01686,38.43443,15.983,166.685,208.660,1.000000,1.000000,0.948936
736,Sangju,295,4814.939,789.681,127.77309,37.00310,16.000,172.105,212.322,1.000000,0.986441,0.945763
737,Jeonju,227,4788.185,804.965,126.06296,36.11969,16.000,172.974,210.026,1.000000,1.000000,0.991189
738,Taiwan,194,4686.634,1026.954,119.57178,22.22642,15.665,197.077,205.505,0.994845,0.958763,0.958763
739,Kashgar,1648,3984.296,733.266,74.67802,40.17554,16.000,169.677,215.429,1.000000,1.000000,1.000000
740,Chanderi,402,4017.042,1001.933,76.77117,23.88315,15.408,214.251,216.087,1.000000,1.000000,1.000000
741,Cumana,416,1817.411,1014.635,-63.83026,23.04466,15.745,178.796,207.784,0.995192,0.971154,0.911058
742,Guayana,2076,1816.870,1080.436,-63.86485,18.62025,15.957,202.037,213.967,1.000000,1.000000,1.000000
743,Essequibo,741,1878.938,1061.804,-59.89743,19.88608,15.968,188.819,205.506,1.000000,0.990553,0.946019
744,Demerara,857,1899.197,1092.457,-58.60245,17.79849,15.897,199.089,206.127,1.000000,0.994166,0.968495
745,Paramaribo,707,1937.672,1090.516,-56.14313,17.93145,15.543,193.625,206.487,1.000000,0.998586,0.951909
746,Cayenne,1051,1977.919,1106.498,-53.57051,16.83390,15.709,196.248,205.868,0.999049,0.994291,0.960990
747,Tucujulandia,1139,2000.695,1174.657,-52.11464,12.08576,15.652,204.314,209.061,1.000000,0.995610,0.987709
748,Grao Para,1497,2060.467,1209.470,-48.29402,9.62549,15.278,203.062,206.532,1.000000,0.999332,0.994656
749,Maranhao,1140,2123.325,1234.270,-44.27607,7.86154,15.780,203.784,206.239,1.000000,0.998246,0.994737
750,Crato,1184,2189.074,1278.677,-40.07337,4.68534,15.986,214.552,214.522,1.000000,1.000000,1.000000
751,Ceara,1671,2187.785,1246.087,-40.15582,7.01833,15.609,207.516,210.186,1.000000,0.995212,0.992819
752,Oeiras,2454,2149.208,1296.400,-42.62163,3.41313,16.229,214.912,215.149,1.000000,1.000000,1.000000
753,Rio Grande,994,2233.412,1270.054,-37.23926,5.30354,15.947,205.270,207.446,1.000000,0.995976,0.987928
754,Itamaraca,570,2246.160,1290.160,-36.42445,3.86133,16.000,209.879,211.088,1.000000,1.000000,0.980702
755,Pernambuco,508,2247.927,1307.774,-36.31147,2.59578,16.000,209.803,211.287,1.000000,1.000000,0.978346
756,Bahia,435,2206.324,1372.901,-38.97076,-2.08976,16.000,206.308,209.963,1.000000,0.997701,0.986207
757,Ilheus,563,2191.913,1404.561,-39.89193,-4.36441,16.000,205.156,208.870,1.000000,1.000000,0.992895
758,Goias,2229,2020.792,1416.983,-50.83004,-5.25521,19.226,214.969,215.487,1.000000,1.000000,1.000000
759,Diamantina,2051,2124.765,1440.359,-44.18402,-6.92789,19.000,216.000,217.000,1.000000,1.000000,1.000000
760,Porto Seguro,888,2184.931,1452.099,-40.33820,-7.76580,17.713,206.104,208.082,1.000000,1.000000,0.986486
761,Espirito Santo,1342,2165.976,1498.971,-41.54982,-11.09285,18.817,209.944,211.700,1.000000,1.000000,0.994784
762,Sao Tome,636,2147.121,1534.967,-42.75505,-13.62305,18.028,209.002,211.123,1.000000,1.000000,0.996855
763,Rio de Janeiro,468,2122.571,1540.184,-44.32433,-13.98763,18.064,214.056,215.620,1.000000,1.000000,0.997863
764,Santo Amaro,459,2098.176,1549.233,-45.88361,-14.61867,18.176,214.150,215.983,1.000000,1.000000,1.000000
765,Santa Luzia,2302,2110.252,1491.252,-45.11171,-10.54720,19.005,216.000,217.000,1.000000,1.000000,1.000000
766,Sao Vicente,986,2067.212,1564.831,-47.86287,-15.70206,18.151,213.992,215.902,1.000000,1.000000,0.995943
767,Wystruc,706,3148.263,447.167,21.23843,54.07013,14.446,112.792,207.548,1.000000,0.000000,0.000000
768,Guayra,2250,1981.915,1571.639,-53.31509,-16.17317,19.011,215.989,216.908,1.000000,1.000000,1.000000
769,Curitiba,692,2038.582,1588.746,-49.69289,-17.35193,18.306,214.210,215.821,1.000000,1.000000,1.000000
770,Braslaw,530,3231.366,420.889,26.55039,55.16506,14.672,102.991,209.151,1.000000,0.000000,0.000000
771,Vitebsk,1062,3282.843,420.419,29.84080,55.18437,14.588,101.611,209.532,1.000000,0.000000,0.000000
772,Uruguay,1337,1915.018,1712.298,-57.59118,-25.61619,21.190,207.530,207.786,1.000000,1.000000,1.000000
773,Banda Oriente,1443,1955.967,1722.326,-54.97372,-26.26510,21.245,206.545,208.063,1.000000,1.000000,0.997921
774,Al Junaynah,2066,3159.416,1175.530,21.95129,12.02433,20.361,211.666,217.596,1.000000,1.000000,1.000000
775,Asuncion,1520,1926.907,1579.081,-56.83121,-16.68687,19.509,211.747,211.992,1.000000,1.000000,1.000000
776,Itenines,2816,1935.352,1543.141,-56.29140,-14.19404,18.578,214.182,214.602,1.000000,1.000000,1.000000
777,Parana,1024,1894.102,1640.011,-58.92817,-20.83756,18.701,205.838,206.168,1.000000,1.000000,1.000000
778,Rio de la Plata,1152,1880.018,1756.154,-59.82838,-28.42727,22.208,204.514,206.437,1.000000,1.000000,1.000000
779,Tandil,1734,1878.286,1807.020,-59.93910,-31.59635,22.566,203.171,205.284,1.000000,1.000000,0.997116
780,Candelaria Patagones,1464,1779.855,1885.240,-66.23085,-36.26448,23.527,207.025,210.273,1.000000,1.000000,0.991803
781,Puerto Desaedo,1145,1757.970,1928.155,-67.62974,-38.71454,23.693,208.873,210.588,1.000000,1.000000,0.983406
782,Tierra del Fuego,764,1753.329,2007.156,-67.92644,-43.01167,21.780,200.898,209.552,1.000000,1.000000,0.982984
783,Alacaluf,2062,1697.632,1954.116,-71.48660,-40.15740,22.553,202.652,211.245,1.000000,1.000000,0.991271
784,Huillimapu,657,1698.691,1777.586,-71.41890,-29.77489,24.416,211.846,213.268,1.000000,1.000000,1.000000
785,Pehuenmapu,1608,1722.807,1805.968,-69.87742,-31.53185,25.000,216.000,217.000,1.000000,1.000000,1.000000
786,Carmen Patagones,1400,1820.611,1831.676,-63.62569,-33.09537,23.056,203.246,205.474,1.000000,1.000000,0.992857
787,Pincunmapu,952,1706.420,1736.724,-70.92485,-27.19052,21.603,212.560,213.537,1.000000,1.000000,1.000000
788,Angoche,710,3414.161,1659.065,38.23470,-22.11354,24.459,206.817,208.624,1.000000,1.000000,0.997183
789,Mtetwa,1665,3297.416,1846.411,30.77234,-33.97922,24.580,212.465,214.073,1.000000,0.999399,0.986787
790,Chaco Austral,3063,1858.509,1631.805,-61.20324,-20.28466,19.468,206.907,207.109,1.000000,1.000000,1.000000
791,Catamarca,1972,1758.301,1632.428,-67.60862,-20.32673,23.182,216.000,217.000,1.000000,1.000000,1.000000
792,Copiapo,1681,1713.329,1630.733,-70.48323,-20.21227,24.454,213.487,214.493,1.000000,1.000000,1.000000
793,Atacama,780,1722.785,1508.271,-69.87882,-11.74884,22.038,213.924,214.894,1.000000,1.000000,1.000000
794,Jujuy,2260,1802.597,1560.729,-64.77716,-15.41772,21.506,215.716,216.654,1.000000,1.000000,1.000000
795,Potosi,561,1770.923,1500.119,-66.80177,-11.17395,22.037,215.918,216.929,1.000000,1.000000,1.000000
796,Arica,540,1719.026,1479.383,-70.11908,-9.70643,20.233,213.728,215.107,1.000000,1.000000,1.000000
797,Oruro,846,1744.143,1477.257,-68.51358,-9.55553,20.603,215.408,217.032,1.000000,1.000000,1.000000
798,Mbwila,651,3044.210,1534.593,14.58732,-13.59689,25.000,215.851,216.636,1.000000,1.000000,1.000000
799,Chaco Boreal,2433,1868.460,1511.896,-60.56719,-12.00416,19.216,211.639,211.894,1.000000,1.000000,1.000000
800,Chiquitos,3876,1838.065,1422.907,-62.51005,-5.67955,17.235,212.810,213.043,1.000000,1.000000,1.000000
801,Caranga,1369,1785.636,1450.662,-65.86137,-7.66330,19.346,212.963,213.315,1.000000,1.000000,1.000000
802,Chuquiabo,907,1741.043,1426.816,-68.71174,-5.95941,18.788,215.505,216.709,1.000000,1.000000,1.000000
803,Moxos,1464,1781.053,1417.389,-66.15431,-5.28425,17.539,209.044,209.691,1.000000,1.000000,1.000000
804,Puno,555,1712.449,1436.935,-70.53950,-6.68321,18.443,214.609,218.177,1.000000,1.000000,0.994595
805,Arequipa,728,1703.196,1454.714,-71.13091,-7.95223,18.299,214.607,215.990,1.000000,1.000000,1.000000
806,Nazca,965,1633.640,1408.579,-75.57696,-4.65267,18.027,212.717,213.886,1.000000,1.000000,1.000000
807,Huamanga,912,1655.141,1400.752,-74.20261,-4.09104,18.918,216.000,217.000,1.000000,1.000000,1.000000
808,Cuzco,825,1668.257,1379.441,-73.36426,-2.56002,17.084,216.000,217.000,1.000000,1.000000,1.000000
809,Lima,531,1613.217,1372.458,-76.88246,-2.05786,16.051,212.932,214.202,1.000000,1.000000,1.000000
810,Huancavelica,608,1638.985,1375.090,-75.23532,-2.24720,16.439,216.000,217.000,1.000000,1.000000,1.000000
811,Tarma,514,1628.014,1357.909,-75.93663,-1.01123,16.000,216.000,217.000,1.000000,1.000000,1.000000
812,Chanchan,564,1583.427,1314.012,-78.78661,2.14719,16.000,212.028,213.422,1.000000,1.000000,1.000000
813,Cajamarca,1207,1585.128,1279.964,-78.67787,4.59308,16.000,215.964,216.893,1.000000,1.000000,1.000000
814,Huanuco,820,1627.450,1333.921,-75.97266,0.71498,16.000,215.979,216.616,1.000000,1.000000,1.000000
815,Maynas,2187,1650.209,1220.066,-74.51789,8.87286,15.901,209.205,209.916,1.000000,1.000000,1.000000
816,Tumbes,419,1556.315,1238.561,-80.51964,7.55555,16.000,211.203,212.933,1.000000,1.000000,1.000000
817,Cuenca,765,1580.942,1223.850,-78.94544,8.60372,16.000,215.901,216.624,1.000000,1.000000,1.000000
818,Canelos,1466,1607.550,1194.714,-77.24464,10.67074,16.000,215.323,215.289,1.000000,1.000000,1.000000
819,Guayaquil,660,1556.682,1206.768,-80.49619,9.81711,16.000,205.047,208.221,1.000000,1.000000,0.998485
820,Quito,963,1579.346,1187.235,-79.04750,11.19922,16.000,215.865,216.457,1.000000,1.000000,1.000000
821,Quijos,1364,1613.659,1236.210,-76.85418,7.72325,16.000,211.500,211.451,1.000000,1.000000,1.000000
822,Caqueta,1798,1647.845,1163.171,-74.66897,12.89274,15.940,214.389,214.179,1.000000,1.000000,1.000000
823,Cauca,568,1605.250,1124.681,-77.39169,15.57733,15.722,210.359,212.403,1.000000,1.000000,0.992958
824,Mariquita,649,1630.812,1093.465,-75.75775,17.72941,15.988,214.431,216.072,1.000000,1.000000,1.000000
825,Bogota,381,1650.633,1103.031,-74.49082,17.07250,14.892,215.921,216.449,1.000000,1.000000,1.000000
826,Choco,458,1608.609,1096.402,-77.17697,17.52802,15.991,208.751,210.055,1.000000,1.000000,0.997817
827,Antioquía,812,1627.559,1069.467,-75.96568,19.36669,16.000,207.089,214.346,1.000000,1.000000,1.000000
828,Cartagena,360,1632.683,1025.011,-75.63814,22.35577,15.219,186.594,206.783,1.000000,1.000000,1.000000
829,Magdalena,552,1646.375,1011.947,-74.76296,23.22249,15.007,185.025,207.784,1.000000,0.996377,0.974638
830,Maracaibo,389,1677.357,1009.422,-72.78256,23.38943,15.910,182.812,208.455,1.000000,0.969152,0.928021
831,Caracas,263,1768.418,1014.833,-66.96190,23.03154,15.966,186.962,211.403,1.000000,0.988593,0.950570
832,Chiancon,468,1665.408,1083.607,-73.54636,18.40389,15.098,211.222,215.692,1.000000,1.000000,1.000000
833,Graaff-Reinet,1902,3204.584,1932.978,24.83844,-38.98489,24.251,214.034,215.695,1.000000,0.998948,0.998423
834,Barinas,1015,1719.314,1047.742,-70.10065,20.83484,15.988,196.623,207.551,1.000000,1.000000,1.000000
835,Panama,367,1567.411,1033.381,-79.81035,21.79756,15.888,187.804,204.714,0.997275,0.978202,0.907357
836,Chorotega,334,1503.141,1030.940,-83.91856,21.96060,16.000,203.075,210.856,1.000000,1.000000,0.982036
837,Nicaragua,600,1459.812,970.407,-86.68817,25.94067,15.095,186.482,212.787,1.000000,1.000000,0.981667
838,Mosquito,344,1498.927,957.407,-84.18788,26.77890,15.547,172.392,203.020,1.000000,0.944767,0.869186
839,Pipil,517,1420.265,956.060,-89.21602,26.86541,15.954,183.524,212.238,0.998066,0.998066,0.969052
840,Honduras,556,1482.121,930.987,-85.26218,28.46340,15.865,176.933,208.324,1.000000,0.985612,0.911871
841,Guatemala,250,1379.688,947.236,-91.80972,27.43046,15.968,179.664,210.380,1.000000,1.000000,0.952000
