province_id,province_name,longitude,latitude,biome_id,biome_name,red,green,blue,assignment_method,source_url
819,Guayaquil,-80.49619,9.81712,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
820,Quito,-79.04750,11.19920,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
821,Quijos,-76.85418,7.72323,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
822,Caqueta,-74.66897,12.89276,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
823,Cauca,-77.39169,15.57736,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
824,Mariquita,-75.75775,17.72944,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
825,Bogota,-74.49082,17.07253,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
826,Choco,-77.17697,17.52800,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
827,Antioquía,-75.96568,19.36667,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
828,Cartagena,-75.63814,22.35577,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
829,Magdalena,-74.76296,23.22252,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
830,Maracaibo,-72.78256,23.38940,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
831,Caracas,-66.96190,23.03152,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
832,Chiancon,-73.54636,18.40388,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
833,Graaff-Reinet,24.83844,-38.98487,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
834,Barinas,-70.10065,20.83483,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
835,Panama,-79.81035,21.79760,13,Tropical & Subtropical Dry Broadleaf Forests,126,143,76,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
836,Chorotega,-83.91856,21.96061,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
837,Nicaragua,-86.68817,25.94064,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
838,Mosquito,-84.18788,26.77890,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
839,Pipil,-89.21602,26.86541,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
840,Honduras,-85.26218,28.46343,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
841,Guatemala,-91.80972,27.43046,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,latitude_fallback,
842,Petén,-90.79425,30.50081,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
843,Belize,-89.05407,30.94191,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
844,Zapotec,-96.11449,29.70872,14,"Tropical & Subtropical Grasslands, Savannas & Shrublands",157,145,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
845,Campeche,-90.62322,32.59941,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
846,Yucatan,-88.71277,34.27302,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
847,Mixtec,-97.53952,29.40016,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
848,Tohancapan,-98.08278,33.92058,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
849,Tlapanec,-99.05169,29.96130,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
850,Tlaxcala,-98.56293,33.07286,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
851,Tarasco,-102.55244,31.37115,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
852,Mexico,-99.84493,33.10674,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
853,Huastec,-99.25327,33.97228,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
854,Sayultecas,-104.91512,34.43503,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
855,Huichol,-106.60412,36.86720,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
856,Zacatecas,-103.32986,37.57378,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
857,Guachichil,-101.57854,36.71199,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
858,Tamaulipas,-99.01760,36.54104,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
859,Sinaloa,-108.33737,38.55092,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
860,Tepehuan,-104.83751,39.07650,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
861,Coahuila,-102.08951,40.08026,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
862,Yaqui,-111.55580,41.80069,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
863,Suma,-106.98986,43.22229,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
864,Concho,-106.19628,42.03797,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
865,Cochimi,-113.29620,39.98383,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
866,Guaycura,-111.24089,37.46699,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
867,Mojave,-115.51383,46.24222,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
868,Chumash,-119.38433,46.81467,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
869,Salinan,-121.29553,48.20872,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
870,Yorkuts,-120.62849,48.89992,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
871,Pomo,-123.56825,51.09227,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
872,Kalapuya,-124.03243,55.32710,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
873,Chinook,-122.95999,56.40444,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
874,Salish,-122.18127,58.08510,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
875,Canyon,-110.67815,48.59205,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
876,Yavapai,-113.44829,46.07903,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
877,Pima,-112.69699,45.15332,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
878,Navajo,-108.25703,48.56367,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
879,Apache,-110.27033,45.26359,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
880,Pueblo,-106.20349,48.56015,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
881,Piro,-107.48825,45.49168,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
882,Mescalero,-105.30190,45.42439,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
883,Lipan,-99.75518,42.45944,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
884,Karankawa,-97.68039,41.75937,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
885,Comanche,-102.20969,47.33443,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
886,Waco,-97.46278,45.75480,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
887,Tonkawa,-96.58944,44.54434,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
888,Atakapa,-96.26238,42.57232,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
889,Arapaho,-103.01523,49.12837,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
890,Kiowa,-99.46622,49.63640,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
891,Jicarilla,-99.44549,48.30474,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
892,Wichita,-98.83841,47.10656,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
893,Chitimacha,-91.12512,42.56781,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
894,Caddo,-93.43799,45.98465,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
895,Arkansas,-91.98717,46.09011,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
896,Ozark,-96.54775,46.73206,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
897,Quapaw,-92.35817,47.08402,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
898,Kansas,-96.78005,50.80523,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
899,Osage,-92.65840,49.11895,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
900,Tamaroa,-91.72006,50.29474,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
901,Pawnee,-100.45666,52.08925,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
902,Missouri,-94.61978,51.31155,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
903,Omaha,-97.22275,52.68761,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
904,Nakota,-93.28007,54.44004,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
905,Iowa,-93.49501,53.60251,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
906,Lakota,-98.80218,56.68342,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
907,Dakota,-97.93146,54.94878,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
908,Minnesota,-95.49644,56.65120,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
909,Mandan,-100.63213,56.78645,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
910,Chippewa,-92.55600,57.73736,1,Boreal Forests/Taiga,57,88,64,latitude_fallback,
911,Menominee,-86.48462,56.51752,1,Boreal Forests/Taiga,57,88,64,latitude_fallback,
912,Sauk,-90.20602,55.44479,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
913,Fox,-90.87015,54.47418,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
914,Winnebago,-88.81088,54.45799,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
915,Illinois,-90.44446,52.77015,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
916,Kaskaskia,-89.64561,51.68831,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
917,Cahokia,-91.04320,51.42383,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
918,Tennessee,-89.59431,47.50329,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
919,Chickasaw,-89.31413,46.36760,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
920,Choctaw,-89.75565,45.06317,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
921,Bayougoula,-90.95597,43.33561,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
922,Mobile,-88.30495,43.69612,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
923,Pensacola,-87.26637,43.62652,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
924,Alabama,-87.68570,44.52413,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
925,Tuskegee,-86.05410,44.90848,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
926,Seminole,-81.25664,40.41696,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
927,Timucua,-82.23994,42.78902,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
928,Apalachee,-84.65909,42.99364,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
929,Muskogee,-82.08860,44.76411,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
930,Yamasee,-85.05664,45.18559,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
931,Chiaha,-85.28332,46.79171,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
932,Santee,-80.49025,45.82149,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
933,Catawba,-81.38100,46.80762,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
934,Shawnee,-86.25818,48.22191,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
935,Cherokee,-83.95749,48.32996,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
936,Cheraw,-81.85501,48.15872,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
937,Tuscarora,-78.67150,48.02274,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
938,Pamlico,-77.65773,47.44322,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
939,Pennyrile,-88.24807,48.01888,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
940,Kentucky,-86.74414,49.57046,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
941,Cumberland,-85.33208,49.05018,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
942,Wea,-87.37477,52.14197,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
943,Miami,-86.05477,51.82840,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
944,Potawatomi,-84.07805,53.64587,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
945,Michigan,-85.84339,55.20450,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
946,Wyandot,-84.24751,52.66252,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
947,Erie,-81.98053,52.62003,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
948,Ohio,-82.15329,51.57561,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
949,Monacan,-80.57456,49.34607,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
950,Powhatan,-77.08674,48.95954,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
951,Kanawha,-82.08504,50.05873,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
952,Manahoac,-77.81089,49.46117,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
953,Conoy,-77.27677,50.60967,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
954,Allegheny,-80.35780,52.78956,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
955,Susquehanna,-77.03028,51.81341,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
956,Lenape,-75.94163,51.86321,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
957,Delaware,-75.92406,50.77338,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
958,Seneca,-78.43915,53.69545,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
959,Cayuga,-77.47788,53.82474,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
